gene_symbol,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
STYX,-0.495520012,0.308632775,0.176549094,0.632324721,-0.675237443,0.086297902,0.466216033,0.097885383,translation
UBL5,0.362272702,0.323129217,0.162437242,0.560008736,0.164550006,0.555232773,-0.059908842,0.799720517,background
HELZ,-0.325186707,0.379718138,0.068429592,0.823849577,-0.336839812,0.378286385,0.101109576,0.742332622,background
TMEM116,-0.632742878,0.526485569,0.403814123,0.328458435,-0.603136112,0.610314238,0.39535028,0.353559971,background
UCKL1,0.349242154,0.417974197,-0.086356698,0.804190573,0.412694091,0.287467651,-0.244156821,0.405148692,background
PEG3,0.668274034,0.640901521,0.736859591,0.530685571,-0.094573583,0.846378196,0.127683368,0.72496441,background
SDAD1,-0.0032643,0.994415734,0.58422221,0.063866902,-0.170531997,0.740337035,0.584758649,0.062319656,buffering
ZKSCAN8,0.323734352,0.454643046,0.502344438,0.176018964,-0.021624451,0.965189399,0.29301317,0.345216343,background
PIM3,0.097395122,0.874206735,-1.078449347,0.038237541,0.904441366,0.062165406,-1.156009478,0.008145119,background
ASNA1,0.12853812,0.762951825,0.05916683,0.838354694,0.056097454,0.887398575,0.004525172,0.986877145,background
ASPH,0.485947715,0.360587728,1.066390769,0.036217696,-0.50481788,0.095193731,0.597185558,0.026500461,background
SPRED2,0.011202756,0.986410304,-0.115255943,0.654498474,0.109768973,0.876499651,-0.116161979,0.63394089,background
WWP2,0.161975291,0.69731733,-0.231384768,0.525759835,0.326344009,0.308160103,-0.356290854,0.204134356,background
GFPT1,0.10668415,0.776424155,0.713836392,0.012863884,-0.537232692,0.145445831,0.670518902,0.012895368,buffering
UVRAG,-0.19120712,0.677354674,0.164959613,0.646052982,-0.325067985,0.375373476,0.277181033,0.325384216,background
ZNF26,0.027516887,0.971653341,-0.123861396,0.741380035,0.114731802,0.891937266,-0.128975838,0.723430329,background
ITSN2,-0.156511198,0.590082025,0.196795193,0.412900527,-0.251027172,0.349578034,0.258764524,0.24877421,background
MGEA5,-0.17752845,0.638402859,0.260018751,0.286013917,-0.436680379,0.224172699,0.314601356,0.163136551,background
MT1F,-3.816364189,0.000206129,-4.186187879,0.000202877,-1.149229301,0.124381369,-0.566971865,0.432530896,abundance
TCAF1,-0.721998529,0.108675026,-0.777526984,0.125817686,-0.272252745,0.447567573,-0.010447843,0.982300992,abundance
TXNRD1,1.295114798,0.024845405,1.991885699,0.002143248,-0.391227781,0.28363309,0.703419598,0.033274564,abundance
ZNF480,0.654255917,0.084159462,1.301262409,0.003728796,0.102163637,0.856033108,0.920293888,0.026310045,abundance
TPM2,0.371922316,0.750263229,-0.245519707,0.758770716,0.627381999,0.401152431,-0.472061984,0.336391615,background
SH3BGRL2,-0.231420923,0.55313153,0.435588141,0.288316372,-0.449779277,0.180114808,0.644219504,0.066544278,background
ZNF808,-0.214208791,0.754634741,-0.084961516,0.855859371,-0.216480263,0.78268198,-0.087698462,0.854742491,background
YTHDF2,-0.038739762,0.918290653,0.216567022,0.420437941,-0.178019939,0.590307327,0.233698696,0.335450636,background
TMA16,0.240650978,0.642698183,0.377309294,0.224453655,0.243984528,0.68088407,0.37808396,0.224048443,background
HLA-DRB5,-0.551834172,0.270838658,-1.092311266,0.020183791,0.523436786,0.09099244,-0.605002377,0.023862003,background
GPN1,0.598355211,0.076491091,0.984502905,0.002203097,0.029174803,0.962418142,0.812309326,0.009670322,abundance
ITGBL1,-0.819825495,0.543827373,-1.351875013,0.185539162,0.638938599,0.276208077,-0.690667758,0.110784066,background
CTNND1,-0.189514147,0.651737472,-0.019404461,0.951137104,-0.16538227,0.545997064,0.10473589,0.634082105,background
DDX39B,0.274621941,0.368497039,-0.454492968,0.237345124,0.437655566,0.121748656,-0.792447325,0.028833947,translation
NUDT16,0.125887173,0.690534357,-0.417506026,0.2320269,0.196800305,0.523956773,-0.481159597,0.161130439,background
TLK1,0.105382435,0.796469881,0.540171765,0.087595519,-0.416618449,0.147479334,0.458536129,0.054919601,background
LRBA,-0.946702607,0.010885724,-0.370399211,0.241972323,-0.734111868,0.03174237,0.406717279,0.197879083,translation
BAZ1A,-0.297707157,0.540273027,-0.110513351,0.705048666,-0.304105132,0.564646921,-0.114986563,0.693788042,background
AKR1C4,-1.455078753,0.144765393,-0.547465764,0.57581853,-0.953521118,0.014690251,0.981991523,0.006212068,translation
COPS8,0.445795869,0.157682605,0.930570454,0.052516793,0.210609539,0.510780168,0.398767539,0.389418341,abundance
KLHL9,-0.315092304,0.27210917,0.47146524,0.166202451,-0.481580474,0.088147188,0.832152409,0.017490696,translation
NCOA6,0.065123597,0.878681226,0.378872811,0.093840373,-0.510142185,0.203524524,0.366743632,0.085535586,buffering
TAT,-4.366742612,0.000422139,-4.306989742,0.000246278,-0.29661594,0.599331116,-0.084377713,0.876401671,abundance
C6orf89,0.891524636,0.040576338,0.974701072,0.002536237,-0.400375937,0.471596613,0.68163054,0.015521499,abundance
CALM1,-0.347054384,0.221040801,-0.31304585,0.218737711,-0.203634026,0.474112307,-0.13738296,0.57620081,abundance
LPA,-3.619404301,0.000116156,-2.668349571,0.000688085,-1.60565418,0.011715295,0.926514955,0.069916608,translation
TTC37,0.01236103,0.974199072,1.213583205,0.005866508,-0.604518117,0.092893465,1.201099467,0.003518373,background
PAPSS2,-1.570550644,0.0214619,-0.883608553,0.108566827,-0.732651093,0.049534105,0.542744316,0.085040399,translation
SLC9A6,0.092657903,0.799522178,0.985460501,0.009655423,-0.351072421,0.317749336,0.923768077,0.009935933,background
FAN1,0.344805946,0.194544567,0.368981761,0.129881304,0.162151887,0.530911429,0.15011681,0.504967855,abundance
IPO9,0.583880566,0.101658463,1.036221756,0.006151394,-0.251064387,0.437239273,0.529527396,0.047554703,abundance
CEP290,0.961969685,0.150805009,0.439304183,0.123688082,0.802481674,0.315357865,0.396298686,0.183401584,abundance
GLMP,1.071890545,0.007966542,1.155262561,0.008808795,0.344485918,0.214690662,-0.131171189,0.659798373,abundance
FAM179B,-0.130534894,0.724197736,0.265761979,0.347919624,-0.25409562,0.466019796,0.311569888,0.24587546,buffering
ECI2,-0.67962089,0.186511199,0.19958041,0.70058575,-0.855813735,0.013000565,0.905562574,0.004407432,translation
UNC13B,0.099067257,0.792199397,0.499226125,0.094867745,-0.248769228,0.455137085,0.438264554,0.092700139,background
LDB1,0.643687258,0.113450551,-0.189445455,0.623678843,0.732718899,0.074933721,-0.525655213,0.157475383,translation
CTR9,0.029511183,0.937256941,0.772423567,0.021923388,-0.512814305,0.092893465,0.746392297,0.010235127,background
SMOC1,-1.342358899,0.042425309,-1.400655044,0.003032757,0.882070331,0.018168169,-0.60947368,0.014532019,abundance
F5,-0.061971855,0.910069565,0.380347645,0.359311411,-0.432767941,0.107225985,0.43773244,0.061064006,background
MSRB1,-0.08206661,0.909740426,-0.494963562,0.239487611,0.525511148,0.17842291,-0.443131793,0.100033551,background
ZNF652,-0.236888047,0.450998628,0.417384447,0.182413048,-0.450186093,0.124862953,0.621512507,0.033317993,background
SMURF1,0.356469333,0.165302848,-0.205850166,0.533011285,0.4080762,0.095743355,-0.777509266,0.018164497,translation
SLC5A3,-1.066233308,0.009554052,-0.415940606,0.119880237,-1.299528701,0.011715295,-0.708657528,0.024129441,abundance
CDC42BPB,-0.073608252,0.839693869,-0.230353502,0.383601463,-0.024396079,0.955531396,-0.220075841,0.389390138,background
RPL10A,0.702785438,0.095356561,1.489417265,0.006155356,0.137599735,0.800248003,1.015000703,0.044377438,abundance
RCSD1,-1.157954811,0.072242854,-1.328097815,0.012948635,0.054984407,0.944583784,-0.611403119,0.119078701,abundance
ZNF830,0.036211803,0.938467949,0.038739016,0.909032928,0.029313214,0.95768025,0.034951023,0.923496452,background
MTOR,0.068851841,0.838643036,0.328384308,0.273465022,-0.102886394,0.736305432,0.270572427,0.289798637,background
LRIG2,-0.029930985,0.961654557,-0.110441549,0.803522559,0.086835508,0.821844383,-0.088533204,0.752671042,background
PNP,-0.844416915,0.04205358,-0.416708613,0.146226994,-0.366431775,0.233860206,0.066540517,0.799984494,translation
GK,-1.655869392,0.044995559,-0.983055135,0.075150756,-0.571343486,0.329199279,0.030872458,0.950646274,abundance
FOXJ3,-0.157786889,0.636256691,-0.058697439,0.831762308,-0.113314919,0.725547208,0.013096674,0.962974604,background
SFT2D1,-0.077421556,0.91052763,-0.511255594,0.160383305,0.316224038,0.642817436,-0.489164553,0.147408437,buffering
CHAMP1,-0.021656668,0.948636762,-0.145288358,0.661622468,0.045192622,0.879418394,-0.118849015,0.652988206,background
INPP5F,0.489258885,0.502277008,1.274749048,0.039845255,0.108724325,0.921098084,1.151260973,0.064526742,buffering
SELM,0.891286268,0.159392858,-0.577654239,0.283111254,1.376136586,0.016541844,-1.250102063,0.008044022,translation
UBE2J1,-0.110206563,0.758321615,0.447795232,0.104183333,-0.445585236,0.169655596,0.507844697,0.046435218,background
OPA1,0.107291332,0.721660924,0.850590408,0.014386237,0.033690222,0.933830173,0.825064538,0.018977506,buffering
DENND4B,0.183333808,0.654723067,-0.289983268,0.3342982,0.332071592,0.398728285,-0.349744281,0.21870055,buffering
ZNF277,-0.009995055,0.980376748,0.980452599,0.015214311,-0.37373653,0.336987407,0.986769236,0.012028934,background
KTI12,0.328556124,0.519622617,0.222202733,0.602995935,0.204106034,0.689711738,0.067463295,0.875771585,background
SELT,0.257364677,0.411368391,0.862990883,0.02902055,-0.001933961,0.995705225,0.646532106,0.069007234,background
CES1,-1.487165229,0.172093279,-1.14019154,0.241258117,-0.383813551,0.308616676,0.300236248,0.35835226,abundance
RUSC2,0.206248568,0.747776606,-1.019604597,0.008142782,0.733924067,0.361541571,-1.049996015,0.008470068,buffering
OSTC,0.121839077,0.740401144,1.206175056,0.00987304,-0.315121761,0.397474636,1.097085876,0.010638291,background
